person_uri,name,other_names,first_name,last_name,email,organization,country,homepage,bio,domain,depiction,homepage_organization,role_event,role_type,role_label,source,EOL
,"York Sure-Vetter",,York,Sure-Vetter,,"GESIS - Leibniz Institute for the Social Sciences; University of Koblenz and Landau",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,"Christopher Brewster",,Christopher,Brewster,,"Aston University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,"Dave Reynolds",,Dave,Reynolds,,Epimorphics,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,"Robert Engels",,Robert,Engels,,self,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,"Lin Clark",,Lin,Clark,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,"Steve Harris",,Steve,Harris,,Garlik,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,"Ian Davis",,Ian,Davis,,self,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Industrial Track)",,EOL
,,,,,,,,,,,,,,,,,
,"Diana Maynard","Diana Maynard",Diana,Maynard,,"University of Sheffield",,http://www.dcs.shef.ac.uk/~diana,,,,,[ME],swc:Chair,"Semantic Web Challenge Chair",,EOL
,"Andreas Harth","Andreas Harth",Andreas,Harth,,"AIFB, Karlsruhe Institute of Technology",,http://harth.org/andreas,,,,,[ME],swc:Chair,"Semantic Web Challenge Chair",,EOL
,"Amit Sheth",,Amit,Sheth,,"Kno.e.sis Center, Wright State University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,"Natasha F. Noy",,Natasha,Noy,,"Stanford University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,"Ora Lassila",,Ora,Lassila,,"Nokia Services",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,"David Norheim",,David,Norheim,,Computas,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,"York Sure-Vetter",,York,Sure-Vetter,,"GESIS - Leibniz Institute for the Social Sciences; University of Koblenz and Landau",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,"Christopher Brewster",,Christopher,Brewster,,"Aston University",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,"Dave Reynolds",,Dave,Reynolds,,Epimorphics,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,"Robert Engels",,Robert,Engels,,self,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,"Lin Clark",,Lin,Clark,,"DERI, NUI Galway",,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,"Steve Harris",,Steve,Harris,,Garlik,,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC Member at ISWC2012 (Semantic Web Challenge)",,EOL
,,,,,,,,,,,,,,,,,
,"Karin Breitman",,Karin,Breitman,,"EMC R&D Brazil",,,,,,,[WORKSHOP]/psw/2012,swc:Chair,Chair,,EOL
,"Steffen Staab",,Steffen,Staab,,"University of Koblenz and Landau",,www.uni-koblenz.de/~staab,,,,,[WORKSHOP]/psw/2012,swc:Chair,Chair,,EOL
,"Evelyne Viegas",,Evelyne,Viegas,,"Microsoft Research",,research.microsoft.com/~evelynev,,,,,[WORKSHOP]/psw/2012,swc:Chair,Chair,,EOL
,"Jan Vitek",,Jan,Vitek,,"Purdue University",,www.cs.purdue.edu/homes/jv,,,,,[WORKSHOP]/psw/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Pavel Shvaiko",,Pavel,Shvaiko,,"TasLab, Informatica Trentina SpA",,http://dit.unitn.it/~pavel,,,,,[WORKSHOP]/om/2012,swc:Chair,Chair,,EOL
,"Jérôme Euzenat",,Jérôme,Euzenat,,"INRIA & LIG",,http://www.inrialpes.fr/exmo/people/euzenat,,,,,[WORKSHOP]/om/2012,swc:Chair,Chair,,EOL
,"Anastasios Kementsietsidis",,Anastasios,Kementsietsidis,,"IBM Research",,https://researcher.ibm.com/researcher/view.php?person=us?akement,,,,,[WORKSHOP]/om/2012,swc:Chair,Chair,,EOL
,"Ming Mao",,Ming,Mao,,"SAP Labs USA",,http://www.sis.pitt.edu/~mingmao,,,,,[WORKSHOP]/om/2012,swc:Chair,Chair,,EOL
,"Natasha F. Noy","Natasha F. Noy",Natasha,Noy,,"Stanford University",,http://www.stanford.edu/~natalya,,,,,[WORKSHOP]/om/2012,swc:Chair,Chair,,EOL
,"Heiner Stuckenschmidt",,Heiner,Stuckenschmidt,,"University of Mannheim",,,,,,,[WORKSHOP]/om/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Achille Fokoue",,Achille,Fokoue,,"IBM Research",,,,,,,[WORKSHOP]/swws_hpcsw/2012,swc:Chair,Chair,,EOL
,"Thorsten Liebig",,Thorsten,Liebig,,Derivo,,http://www.uni-ulm.de/in/ki/liebig,,,,,[WORKSHOP]/swws_hpcsw/2012,swc:Chair,Chair,,EOL
,"Eric Goodman",,Eric,Goodman,,"Sandia National Laboratories",,,,,,,[WORKSHOP]/swws_hpcsw/2012,swc:Chair,Chair,,EOL
,"Jesse Weaver",,Jesse,Weaver,,RPI,,http://www.cs.rpi.edu/~weavej3/index.xhtml,,,,,[WORKSHOP]/swws_hpcsw/2012,swc:Chair,Chair,,EOL
,"Jacopo Urbani",,Jacopo,Urbani,,"VU Amsterdam",,http://www.few.vu.nl/~jui200,,,,,[WORKSHOP]/swws_hpcsw/2012,swc:Chair,Chair,,EOL
,"David Mizell",,David,Mizell,,YarcData,,,,,,,[WORKSHOP]/swws_hpcsw/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Kemafor Anyanwu",,Kemafor,Anyanwu,,"North Carolina State University",,http://research.csc.ncsu.edu/coul,,,,,[ME]/tutorial-1,swc:Chair,Organizer,,EOL
,"Padmashree Ravindra",,Padmashree,Ravindra,,"North Carolina State University",,http://www4.ncsu.edu/~pravind2,,,,,[ME]/tutorial-1,swc:Chair,Organizer,,EOL
,,,,,,,,,,,,,,,,,
,"Giuseppe Rizzo",,Giuseppe,Rizzo,,EURECOM,,http://www.eurecom.fr/~rizzo,,,,,[WORKSHOP]/wole/2012,swc:Chair,Chair,,EOL
,"Pablo N. Mendes",,Pablo,Mendes,,"Free University of Berlin",,http://www.wiwiss.fu-berlin.de/en/institute/pwo/bizer/team/MendesPablo.htm,,,,,[WORKSHOP]/wole/2012,swc:Chair,Chair,,EOL
,"Eric Charton",,Eric,Charton,,CRIM,,http://www.echarton.com/en,,,,,[WORKSHOP]/wole/2012,swc:Chair,Chair,,EOL
,"Sebastian Hellmann",,Sebastian,Hellmann,,AKSW,,http://bis.informatik.uni-leipzig.de/SebastianHellmann,,,,,[WORKSHOP]/wole/2012,swc:Chair,Chair,,EOL
,"Aditya Kalyanpur",,Aditya,Kalyanpur,,"IBM Research",,https://researcher.ibm.com/researcher/view.php?person=us-adityakal,,,,,[WORKSHOP]/wole/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Maximilian Nickel",,Maximilian,Nickel,,"Ludwig Maximilians University of Munich",,http://www.cip.ifi.lmu.de/~nickel,,,,,[ME]/tutorial-3,swc:Chair,Organizer,,EOL
,"Volker Tresp",,Volker,Tresp,,"Ludwig Maximilians University of Munich; Siemens AG",,http://tresp.org,,,,,[ME]/tutorial-3,swc:Chair,Organizer,,EOL
,,,,,,,,,,,,,,,,,
,"Olaf Hartig",,Olaf,Hartig,,"Humboldt University of Berlin",,http://olafhartig.de,,,,,[WORKSHOP]/cold/2012,swc:Chair,Chair,,EOL
,"Andreas Harth",,Andreas,Harth,,"AIFB, Karlsruhe Institute of Technology",,http://harth.org/andreas,,,,,[WORKSHOP]/cold/2012,swc:Chair,Chair,,EOL
,"Juan F. Sequeda","Juan F. Sequeda",Juan,Sequeda,,"University of Texas at Austin",,http://juansequeda.com,,,,,[WORKSHOP]/cold/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Tudor Groza",,Tudor,Groza,,"University of Queensland",,http://www.tudorgroza.org,,,,,[WORKSHOP]/evodyn/2012,swc:Chair,Chair,,EOL
,"Dimitris Plexousakis",,Dimitris,Plexousakis,,"University of Crete; FORTH-ICS",,http://www.ics.forth.gr/isl/index_main.php?l=e&c=223,,,,,[WORKSHOP]/evodyn/2012,swc:Chair,Chair,,EOL
,"Vit Novacek",,Vit,Novacek,,"DERI, NUI Galway",,http://www.deri.ie/about/team/member/vit_novacek,,,,,[WORKSHOP]/evodyn/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Tomi Kauppinen",,Tomi,Kauppinen,,"University of Münster",,http://kauppinen.net/tomi,,,,,[WORKSHOP]/lisc/2012,swc:Chair,Chair,,EOL
,"Line Pouchard",,Line,Pouchard,,"Oak Ridge National Laboratory",,http://www.csm.ornl.gov/~7lp,,,,,[WORKSHOP]/lisc/2012,swc:Chair,Chair,,EOL
,"Carsten Keßler",,Carsten,Keßler,,"University of Münster",,http://carsten.io,,,,,[WORKSHOP]/lisc/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Fiona McNeill",,Fiona,McNeill,,"University of Edinburgh",,http://homepages.inf.ed.ac.uk/fmcneill,,,,,[WORKSHOP]/lhd-semquant/2012,swc:Chair,Chair,,EOL
,"Harry Halpin",,Harry,Halpin,,"University of Edinburgh",,http://www.ibiblio.org/hhalpin,,,,,[WORKSHOP]/lhd-semquant/2012,swc:Chair,Chair,,EOL
,"Andriana Gkaniatsou",,Andriana,Gkaniatsou,,"University of Edinburgh",,,,,,,[WORKSHOP]/lhd-semquant/2012,swc:Chair,Chair,,EOL
,"Mike Dean",,Mike,Dean,,"Raytheon BBN Technologies",,http://purl.org/net/mdean,,,,,[WORKSHOP]/lhd-semquant/2012,swc:Chair,Chair,,EOL
,"Jim Hendler",,Jim,Hendler,,RPI,,http://tw.rpi.edu/web/person/JimHendler,,,,,[WORKSHOP]/lhd-semquant/2012,swc:Chair,Chair,,EOL
,"Frank van Harmelen",,Frank,"van Harmelen",,"VU Amsterdam",,http://www.cs.vu.nl/~frankh,,,,,[WORKSHOP]/lhd-semquant/2012,swc:Chair,Chair,,EOL
,"Jie Bao",,Jie,Bao,,"Samsung Information Systems America",,http://baojie.org,,,,,[WORKSHOP]/lhd-semquant/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Aldo Gangemi",,Aldo,Gangemi,,"STLab, ISTC-CNR",,http://stlab.istc.cnr.it/stlab/User:AldoGangemi,,,,,[WORKSHOP]/wop/2012,swc:Chair,Chair,,EOL
,"Eva Blomqvist",,Eva,Blomqvist,,"Linköping University",,http://ida.liu.se/~evabl45,,,,,[WORKSHOP]/wop/2012,swc:Chair,Chair,,EOL
,"Mari Carmen Suárez-Figueroa",,"Mari Carmen",Suárez-Figueroa,,"Universidad Politecnica de Madrid",,http://mayor2.dia.fi.upm.es/oeg/index.php/en/teachers/33-mcsuarez,,,,,[WORKSHOP]/wop/2012,swc:Chair,Chair,,EOL
,"Karl Hammar",,Karl,Hammar,,"Jönköping University",,http://hj.se/jth/en/research/staff/information-engineering/karl-hammar.html,,,,,[WORKSHOP]/wop/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Martin Hepp",,Martin,Hepp,,"Bundeswehr University Munich",,http://www.heppnetz.de,,,,,[ME]/tutorial-5,swc:Chair,Organizer,,EOL
,"Alex Stolz",,Alex,Stolz,,"University of Mynuch",,,,,,,[ME]/tutorial-5,swc:Chair,Organizer,,EOL
,"Laszlo Török",,Laszlo,Török,,"University of Mynuch",,,,,,,[ME]/tutorial-5,swc:Chair,Organizer,,EOL
,,,,,,,,,,,,,,,,,
,"Diana Maynard",,Diana,Maynard,,"University of Sheffield",,http://www.dcs.shef.ac.uk/~diana,,,,,[WORKSHOP]/kecsm/2012,swc:Chair,Chair,,EOL
,"Stefan Dietze",,Stefan,Dietze,,"L3S Research Center",,http://purl.org/dietze,,,,,[WORKSHOP]/kecsm/2012,swc:Chair,Chair,,EOL
,"Wim Peters",,Wim,Peters,,"University of Sheffield",,http://www.dcs.shef.ac.uk/~wim,,,,,[WORKSHOP]/kecsm/2012,swc:Chair,Chair,,EOL
,"Jonathon Hare",,Jonathon,Hare,,"University of Southampton",,http://users.ecs.soton.ac.uk/jsh2,,,,,[WORKSHOP]/kecsm/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Opher Etzion",,Opher,Etzion,,"IBM Research Lab , Haifa, Israel",,,,,,,[ME]/tutorial-8,swc:Chair,Organizer,,EOL
,"Francoise Baude",,Francoise,Baude,,INRIA,,,,,,,[ME]/tutorial-8,swc:Chair,Organizer,,EOL
,"Nenad Stojanovic",,Nenad,Stojanovic,,"FZI Research Center for Information Technology",,,,,,,[ME]/tutorial-8,swc:Chair,Organizer,,EOL
,"Ljiljana Stojanovic",,Ljiljana,Stojanovic,,"FZI Research Center for Information Technology",,,,,,,[ME]/tutorial-8,swc:Chair,Organizer,,EOL
,,,,,,,,,,,,,,,,,
,"Benjamin Grosof",,Benjamin,Grosof,,"Vulcan Inc",,,,,,,[ME]/tutorial-6,swc:Chair,Organizer,,EOL
,"Leora Morgenstern",,Leora,Morgenstern,,SAIC,,,,,,,[ME]/tutorial-6,swc:Chair,Organizer,,EOL
,"David Newman",,David,Newman,,"Wells Fargo Bank",,,,,,,[ME]/tutorial-6,swc:Chair,Organizer,,EOL
,,,,,,,,,,,,,,,,,
,"Marco de Gemmis",,Marco,"de Gemmis",,"University of Bari",,http://www.di.uniba.it/~swap/index.php?n=Membri.Degemmis,,,,,[WORKSHOP]/sersy/2012,swc:Chair,Chair,,EOL
,"Tommaso Di Noia",,Tommaso,"Di Noia",,"Technical University of Bari",,http://sisinflab.poliba.it/dinoia,,,,,[WORKSHOP]/sersy/2012,swc:Chair,Chair,,EOL
,"Pasquale Lops",,Pasquale,Lops,,"University of Bari",,http://www.di.uniba.it/~swap/index.php?n=Membri.Lops,,,,,[WORKSHOP]/sersy/2012,swc:Chair,Chair,,EOL
,"Thomas Lukasiewicz",,Thomas,Lukasiewicz,,"University of Oxford",,http://www.cs.ox.ac.uk/thomas.lukasiewicz,,,,,[WORKSHOP]/sersy/2012,swc:Chair,Chair,,EOL
,"Giovanni Semeraro",,Giovanni,Semeraro,,"University of Bari",,http://www.di.uniba.it/~swap/index.php?n=Membri.Semeraro,,,,,[WORKSHOP]/sersy/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Paul Buitelaar",,Paul,Buitelaar,,"DERI, NUI Galway",,http://www.paulbuitelaar.net,,,,,[WORKSHOP]/msw/2012,swc:Chair,Chair,,EOL
,"Philipp Cimiano",,Philipp,Cimiano,,"Bielefeld University",,http://www.cimiano.de,,,,,[WORKSHOP]/msw/2012,swc:Chair,Chair,,EOL
,"James Pustejovsky",,James,Pustejovsky,,"Brandeis University",,http://pages.cs.brandeis.edu/~jamesp,,,,,[WORKSHOP]/msw/2012,swc:Chair,Chair,,EOL
,"Felix Sasaki",,Felix,Sasaki,,DFKI,,http://www.w3.org/People/fsasaki,,,,,[WORKSHOP]/msw/2012,swc:Chair,Chair,,EOL
,"David Lewis",,David,Lewis,,"Trinity College Dublin",,http://www.scss.tcd.ie/dave.lewis,,,,,[WORKSHOP]/msw/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Fernando Bobillo",,Fernando,Bobillo,,"Universidad de Zaragoza",,http://webdiis.unizar.es/~fbobillo,,,,,[WORKSHOP]/ursw/2012,swc:Chair,Chair,,EOL
,"Rommel N. Carvalho",,"Rommel N.",Carvalho,,"George Mason University",,http://mason.gmu.edu/~rcarvalh,,,,,[WORKSHOP]/ursw/2012,swc:Chair,Chair,,EOL
,"Paulo Costa",,Paulo,Costa,,"George Mason University",,http://c4i.gmu.edu/~pcosta,,,,,[WORKSHOP]/ursw/2012,swc:Chair,Chair,,EOL
,"Nicola Fanizzi",,Nicola,Fanizzi,,"University of Bari",,http://www.di.uniba.it/~fanizzi,,,,,[WORKSHOP]/ursw/2012,swc:Chair,Chair,,EOL
,"Kathryn Laskey",,Kathryn,Laskey,,"George Mason University",,http://ite.gmu.edu/~klaskey,,,,,[WORKSHOP]/ursw/2012,swc:Chair,Chair,,EOL
,"Thomas Lukasiewicz",,Thomas,Lukasiewicz,,"University of Oxford",,http://www.comlab.ox.ac.uk/thomas.lukasiewicz,,,,,[WORKSHOP]/ursw/2012,swc:Chair,Chair,,EOL
,"Matthias Nickles",,Matthias,Nickles,,"Technical University of Munich",,http://www.cs.bath.ac.uk/~mln22,,,,,[WORKSHOP]/ursw/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Frank van Harmelen","Frank van Harmelen",Frank,"van Harmelen",,"VU Amsterdam",,http://www.cs.vu.nl/~frankh,,,,,[WORKSHOP]/sw2022/2012,swc:Chair,Chair,,EOL
,"Jim Hendler",,Jim,Hendler,,RPI,,http://www.cs.rpi.edu/~hendler,,,,,[WORKSHOP]/sw2022/2012,swc:Chair,Chair,,EOL
,"Pascal Hitzler",,Pascal,Hitzler,,"Kno.e.sis Center, Wright State University",,http://www.pascal-hitzler.de,,,,,[WORKSHOP]/sw2022/2012,swc:Chair,Chair,,EOL
,"Krzysztof Janowicz",,Krzysztof,Janowicz,,"UC Santa Barbara",,http://geog.ucsb.edu/~jano,,,,,[WORKSHOP]/sw2022/2012,swc:Chair,Chair,,EOL
,"Denny Vrandecic",,Denny,Vrandecic,,"AIFB, Karlsruhe Institute of Technology",,http://www.aifb.kit.edu/web/Denny_Vrandecic/en,,,,,[WORKSHOP]/sw2022/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Caroline Barrière",,Caroline,Barrière,,"Université de Montréal",,http://www.crim.ca/en/r-d/bottin_recherche/?fiche=/fr/r-d/technologie_internet/equipe/fiche22.html,,,,,[ME]/tutorial-4,swc:Chair,Organizer,,EOL
,,,,,,,,,,,,,,,,,
,"Benjamin Grosof",,Benjamin,Grosof,,"Vulcan Inc",,http://www.mit.edu/~bgrosof,,,,,[ME]/tutorial-2,swc:Chair,Organizer,,EOL
,"Mike Dean",,Mike,Dean,,"Raytheon BBN Technologies",,http://purl.org/net/mdean,,,,,[ME]/tutorial-2,swc:Chair,Organizer,,EOL
,"Michael Kifer",,Michael,Kifer,,"Stony Brook University",,http://www.cs.stonybrook.edu/~kifer,,,,,[ME]/tutorial-2,swc:Chair,Organizer,,EOL
,,,,,,,,,,,,,,,,,
,"Dave Kolas",,Dave,Kolas,,"Raytheon BBN Technologies",,,,,,,[WORKSHOP]/terra/2012,swc:Chair,Chair,,EOL
,"Matthew Perry",,Matthew,Perry,,Oracle,,,,,,,[WORKSHOP]/terra/2012,swc:Chair,Chair,,EOL
,"Rolf Grütter",,Rolf,Grütter,,"Swiss Federal Institute for Forest, Snow and Landscape Research",,,,,,,[WORKSHOP]/terra/2012,swc:Chair,Chair,,EOL
,"Manolis Koubarakis",,Manolis,Koubarakis,,"National and Kapodistrian University of Athens",,,,,,,[WORKSHOP]/terra/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Cory Henson","Cory A. Henson",Cory,Henson,,"Kno.e.sis Center, Wright State University",,http://knoesis.org/researchers/cory,,,,,[WORKSHOP]/ssn/2012,swc:Chair,Chair,,EOL
,"Kerry Taylor",,Kerry,Taylor,,CSIRO,,http://www.ict.csiro.au/staff/kerry.taylor,,,,,[WORKSHOP]/ssn/2012,swc:Chair,Chair,,EOL
,"Oscar Corcho",,Oscar,Corcho,,"Universidad Politecnica de Madrid",,http://www.oeg-upm.net/index.php/en/teachers/11-ocorcho,,,,,[WORKSHOP]/ssn/2012,swc:Chair,Chair,,EOL
,"Amit Sheth",,Amit,Sheth,,"Kno.e.sis Center, Wright State University",,http://knoesis.wright.edu/amit,,,,,[WORKSHOP]/ssn/2012,swc:Chair,Chair,,EOL
,"Manfred Hauswirth",,Manfred,Hauswirth,,"DERI, NUI Galway",,http://www.manfredhauswirth.org,,,,,[WORKSHOP]/ssn/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Alejandro Rodríguez González",,Alejandro,"Rodríguez González",,"Bioinformatics at Centre for Plant Biotechnology and Genomics UPM-INIA",,http://www.alejandrorg.com,,,,,[WORKSHOP]/satbi-swim/2012,swc:Chair,Chair,,EOL
,"Jyotishman Pathak",,Jyotishman,Pathak,,"Mayo Clinic",,http://www.cs.iastate.edu/~jpathak,,,,,[WORKSHOP]/satbi-swim/2012,swc:Chair,Chair,,EOL
,"Mark Wilkinson",,Mark,Wilkinson,,"Bioinformatics at Centre for Plant Biotechnology and Genomics UPM-INIA",,http://www.cbgp.upm.es/en/pagina_personal.php?x=1807,,,,,[WORKSHOP]/satbi-swim/2012,swc:Chair,Chair,,EOL
,"Nigam Shah",,Nigam,Shah,,"Stanford University",,http://www.stanford.edu/~nigam/cgi-bin/dokuwiki/doku.php,,,,,[WORKSHOP]/satbi-swim/2012,swc:Chair,Chair,,EOL
,"Robert Stevens",,Robert,Stevens,,"University of Manchester",,http://www.cs.man.ac.uk/~stevensr,,,,,[WORKSHOP]/satbi-swim/2012,swc:Chair,Chair,,EOL
,"Richard Boyce",,Richard,Boyce,,"University of Pittstburgh",,http://www.dbmi.pitt.edu/person/richard-boyce-phd,,,,,[WORKSHOP]/satbi-swim/2012,swc:Chair,Chair,,EOL
,"Angel García Crespo",,Angel,"García Crespo",,"University Carlos III of Madrid",,http://www.uc3m.es/portal/page/portal/grupos_investigacion/softlab/AngelGarciaCrespo,,,,,[WORKSHOP]/satbi-swim/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Guéret Christophe",,Guéret,Christophe,,"VU Amsterdam",,,,,,,[ME]/tutorial-9,swc:Chair,Organizer,,EOL
,"Stefan Schlobach",,Stefan,Schlobach,,"VU Amsterdam",,,,,,,[ME]/tutorial-9,swc:Chair,Organizer,,EOL
,"Victor de Boer",,Victor,"de Boer",,"VU Amsterdam",,,,,,,[ME]/tutorial-9,swc:Chair,Organizer,,EOL
,"Walter Bender",,Walter,Bender,,"Sugar Labs",,,,,,,[ME]/tutorial-9,swc:Chair,Organizer,,EOL
,"Bernie Innocenti",,Bernie,Innocenti,,"Sugar Labs",,,,,,,[ME]/tutorial-9,swc:Chair,Organizer,,EOL
,,,,,,,,,,,,,,,,,
,"Paul Groth",,Paul,Groth,,"VU Amsterdam",,http://www.few.vu.nl/~pgroth,,,,,[ME]/tutorial-7,swc:Chair,Organizer,,EOL
,"Luc Moreau",,Luc,Moreau,,"University of Southampton",,http://users.ecs.soton.ac.uk/lavm,,,,,[ME]/tutorial-7,swc:Chair,Organizer,,EOL
,"Jun Zhao",,Jun,Zhao,,"University of Oxford",,http://users.ox.ac.uk/~zool0770,,,,,[ME]/tutorial-7,swc:Chair,Organizer,,EOL
,"Timothy Lebo",,Timothy,Lebo,,RPI,,http://tw.rpi.edu/web/person/TimLebo,,,,,[ME]/tutorial-7,swc:Chair,Organizer,,EOL
,,,,,,,,,,,,,,,,,
,"Marieke Van Erp",,Marieke,"Van Erp",,"VU Amsterdam",,http://www.cs.vu.nl/~marieke,,,,,[WORKSHOP]/derive/2012,swc:Chair,Chair,,EOL
,"Laura Hollink",,Laura,Hollink,,"VU Amsterdam",,http://www.cs.vu.nl/~laurah,,,,,[WORKSHOP]/derive/2012,swc:Chair,Chair,,EOL
,"Willem Robert Van Hage",,"Willem Robert","Van Hage",,"VU Amsterdam",,http://www.few.vu.nl/~wrvhage,,,,,[WORKSHOP]/derive/2012,swc:Chair,Chair,,EOL
,"Raphaël Troncy",,Raphaël,Troncy,,EURECOM,,http://www.eurecom.fr/~troncy,,,,,[WORKSHOP]/derive/2012,swc:Chair,Chair,,EOL
,"David Shamma",,David,Shamma,,"Yahoo! Research Silicon Valley",,http://research.yahoo.com/David_Ayman_Shamma,,,,,[WORKSHOP]/derive/2012,swc:Chair,Chair,,EOL
,,,,,,,,,,,,,,,,,
,"Guus Schreiber",,Guus,Schreiber,,"VU Amsterdam",,,,,,,[ME],swc:Chair,"Doctoral Consortium Chair",,EOL
,"Jim Hendler",,Jim,Hendler,,RPI,,http://tw.rpi.edu/web/person/JimHendler,,,,,[ME],swc:Chair,"Doctoral Consortium Chair",,EOL
,"Jennifer Golbeck",,Jennifer,Golbeck,,"University of Maryland",,,,,,,[ME],swc:Chair,"Fellowship Chair",,EOL
,"Abraham Bernstein",,Abraham,Bernstein,,"University of Zurich",,,,,,,[ME],swc:Chair,"General Chair",,EOL
,"Oshani Seneviratne",,Oshani,Seneviratne,,MIT,,,,,,,[ME],swc:Chair,"Publicity Chair",,EOL
,"Claudia d'Amato",,Claudia,d'Amato,,"University of Bari",,,,,,,[ME],swc:Chair,"Workshops and Tutorials Chair",,EOL
,"Thomas Scharrenbach",,Thomas,Scharrenbach,,"University of Zurich",,,,,,,[ME],swc:Chair,"Workshops and Tutorials Chair",,EOL
,"Peter Mika",,Peter,Mika,,"Yahoo! Research",,,,,,,[ME],swc:Chair,"Sponsorship Chair",,EOL
,"David Wood",,David,Wood,,3roundstones,,,,,,,[ME],swc:Chair,"Sponsorship Chair",,EOL
,"Li Ding",,Li,Ding,,Qualcomm,,,,,,,[ME],swc:Chair,"Metadata Chair",,EOL
,"Stéphane Corlosquet",,Stéphane,Corlosquet,,"Massachusetts General Hospital",,,,,,,[ME],swc:Chair,Webmaster,,EOL
,"Josiane Xavier Parreira","Josiane Xavier Parreira",Josiane,Parreira,,"DERI, NUI Galway",,,,,,,,,,,
,"Jeff Z. Pan",,Jeff,Pan,,"University of Aberdeen",,,,,,,,,,,
,"Lalana Kagal",,,,,MIT,,,,,,,[ME],swc:Chair,"Local Chair",,EOL
,"Eva Blomqvist",,,,,,,,,,,,[ME],swc:Chair,"Proceedings Chair",,EOL
,,,,,,,,,,,,,,,,,
,"Takahiro Kawamura",,Takahiro,Kawamura,,Toshiba,Japan,http://www.ohsuga.is.uec.ac.jp/~kawamura,,,,,,,,,
,"Stephan Grimm",,Stephan,Grimm,,"Siemens AG, Corporate Technology",Germany,,,,,,,,,,
,"Michael Watzke",,Michael,Watzke,,"Siemens AG, Corporate Technology",Germany,,,,,,,,,,
,"Thomas Hubauer",,Thomas,Hubauer,,"Siemens AG, Corporate Technology",Germany,,,,,,,,,,
,"Falco Cescolini",,Falco,Cescolini,,"Siemens AG, Corporate Technology",Germany,,,,,,,,,,
,"Thibaut Tiberghien",,Thibaut,Tiberghien,,"Image & Pervasive Access Lab (IPAL), UMI CNRS",Singapore,http://ipal.i2r.a-star.edu.sg/thibaut,,,,,,,,,
,"Hamdi Aloulou",,Hamdi,Aloulou,,"Image & Pervasive Access Lab (IPAL), UMI CNRS",Singapore,,,,,,,,,,
