author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,source_uri,keywords,abstract,uri_me,category,source,EOL
"Paweł Lula,Grażyna Paliwoda-Pękosz","AN ONTOLOGY-BASED CLUSTER ANALYSIS FRAMEWORK",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_68.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/68,http://data.semanticweb.org/conference/iswc/2008/complete,"cluster analysis,data mining,ontology,similarity measures","The main objectives of this paper are to discuss the various aspects of similarity calculations between objects and sets of objects in ontology-based environments and to propose a framework for cluster analysis in such an environment. The framework is based on the ontology specification of two core components: description of categories and description of objects. Similarity between objects is defined as an amalgamation function of taxonomy, relationship and attribute similarity. The different measures to calculate similarity that can be used in framework implementations are presented. The ontology-based data representation and the framework of cluster analysis can be useful in the area of Business Intelligence, e.g. clustering similar companies that profiles are described by ontology-based data.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Jan Zemánek,Simon Schenk,Vojtech Svatek","Optimizing SPARQL Queries over Disparate RDF Data Sources through Distributed Semi-Joins",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_69.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/69,http://data.semanticweb.org/conference/iswc/2008/complete,"Distributed Querying,RDF,SPARQL","With the ever-increasing amount of data on the Web available at SPARQL endpoints the need for an integrated and transparent way of accessing the data has arisen. It is highly desirable to have a way of asking SPARQL queries that make use of data residing in disparate data sources served by multiple SPARQL endpoints. We aim at providing such a capability and thus enabling an integrated way of querying the whole Semantic Web at a time.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Xianyong Fang,Christian Jacquemin,Frédéric Vernier","Visualization of the Search Results of the Semantic Web Search Engines",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_6.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/6,http://data.semanticweb.org/conference/iswc/2008/complete,"Carousel stack,Document visualization,Metadata comparison,Semantic web search engines","The Semantic Web calls for a new generation of search query visualizer that can rely on the document metadata. For this purpose, we present the design of WebViser a visualizer and browser of search results organized along three dimensions: a class based representation of documents on carousels, a stack structure of classes according to their ranking, and a meta carousel for the localization of class stacks associated with different queries. In addition links that connect documents through metadata comparison are displayed in such a way that link overlaps and visualization cluttering are minimized. A qualitative evaluation provides interesting insights on the users’ appropriation of the interface and demonstrates that this system is an effective complementary to the traditional explorer for Semantic Web search engines.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Peter Fox,Deborah McGuinness,Paulo Pinheiro da Silva","Knowledge Provenance in Virtual Observatories: Application to Image Data Pipelines",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_70.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/70,http://data.semanticweb.org/conference/iswc/2008/complete,"Image Processing,Provenance,Semantics; explanation,Semantics; justification,Semantics; markup","Scientific data services are increasing in usage and scope, and with these increases comes growing need for access to provenance information. Our goal is to design and implement an extensible provenance solution that is deployed at the science data ingest time. In this paper, we describe our work in the setting of a particular set of data services in the area of solar coronal physics. The paper focuses on one existing federated data service and one proposed observatory. Our claim is both that the design and implementation are useful for the particular scientific image data services we designed for, but further that the design provides an operational specification for other scientific data applications. We highlight the need for and usage of semantic technologies and tools in our design and implemented service.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Deborah McGuinness,Peter Fox,AK Sinha,Robert Raskin,Abdelmounaam Rezgui,Patrick West","Semantic Data Integration and Registration: Application to heterogeneous atmosphere and volcanic data sources",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_71.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/71,http://data.semanticweb.org/conference/iswc/2008/complete,"data framework,ontologies - modular,semantic data integration,semantic data registration,semantic networks","We present our work on semantically-enabled data and schema registration in the setting of a scientific data integration project: SESDI (Semantically-Enabled Scientific Data Integration), which aims initially to integrate heterogeneous volcanic and atmospheric chemical compound data in support of assessing the atmospheric effects of a volcanic eruption. We use semantic methods through out the project, however in this paper and demonstration, we will highlight issues related to our work on data and schema registration and integration. In this process, we will demonstrate how we are re-using previously developed ontologies and how those ontologies are being used to provide a “smart: data integration capability aimed at interdisciplinary scientific research.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Jeff Partyka,Neda Alipanah,Latifur Khan,Bhavani Thuraisingham,Shashi Shekhar","Ontology Alignment Using Multiple Contexts",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_72.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/72,http://data.semanticweb.org/conference/iswc/2008/complete,"Geographic Information Systems,Ontology","Ontology alignment involves determining the semantic heterogeneity between two or more domain specifications by considering their associated concepts. Our approach considers name, structural and content matching techniques for aligning ontologies. After comparing the ontologies using concept names, we examine the instance data of the compared concepts and perform content matching using value types based on N-grams and Entropy Based Distribution (EBD). Although these approaches are generally sufficient, additional methods may be required. Subsequently, we compare the structural characteristics between concepts using Expectation-Maximization (EM). To illustrate our approach, we conducted experiments using authentic geographic information systems (GIS) data and generate results which clearly demonstrate the utility of the algorithms while emphasizing the contribution of structural matching.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Makoto Nakatsuji,Akimichi Tanaka,Toru Ishida","Extracting Communities of Interests for Semantics-based Graph Searches",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_73.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/73,http://data.semanticweb.org/conference/iswc/2008/complete,"community extraction,community of interests,semantic-based graph search","We propose an algorithm that mines blog entries to realize Semantic Web searches. It divides a graph, whose vertices are users and whose edges represent shared interests, into subgraphs - communities of interests (COIs). The algorithm allows users to identify new interests quickly and accurately. Our algorithm differs from conventional modularity-based approaches because it attaches semantic tags to the relationships between COIs or between users based on taxonomies of the content items of interest. We also introduce a mechanism to harmonize the number of users in each COI. Our two proposals raise the effectiveness of information searches.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Juan F. Sequeda,Syed Tirmizi,Daniel Miranker","A Bootstrapping Architecture for Integration of Relational Databases to the Semantic Web",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_74.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/74,http://data.semanticweb.org/conference/iswc/2008/complete,"Direct Mapping,Ontology,Relational Databases,Semantic Web","The vision of the Semantic Web is to create a web of data with well-defined meaning. Most data in the current web is managed by relational databases. Thus, it is imperative for the Semantic Web community to offer easily implemented solutions to bridging relational database content and RDF. Direct mappings means to use the SQL schema to create an OWL ontology and use it to represent the data in RDF. Direct mapping methods have an advantage that they are, intrinsically, automated. If a SQL-schema was created using contemporary model-driven software engineering tools, the resulting OWL ontology can be semantically rich. However, few SQL databases are so developed and therefore semantically weak. We suggest that direct-mapping methods can be integrated by a refinement process. We propose a two step bootstrapping architecture of integrating relational databases with the Semantic Web by first generating a “database-derived putative ontology” and second, refining the putative ontology with a domain ontology and database individuals.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Maciej Janik,Krys Kochut","OmniCat: Automatic Text Classification with Dynamically Defined Categories",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_75.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/75,http://data.semanticweb.org/conference/iswc/2008/complete,"Ontology-based text categorization,Semantic Web","We present OmniCat, an ontology-based text categorization method that classifies documents into a dynamically defined set of categories specified as contexts in the domain ontology. The method does not require a training set and is based on measuring the semantic similarity of the thematic graph created from a text document and the ontology fragments created by the projection of the defined contexts. The domain ontology together with the defined contexts effectively becomes the classifier, as it includes all of the necessary semantic and structural features of the classification categories. With the proposed approach, we can also dynamically change the classification categories without the need to retrain the classifier. In our experiments, we used an RDF ontology created from the full version of the English language Wikipedia to categorize a set of CNN documents and a subset of the Reuters RCV1 corpora. The high accuracy achieved in our tests demonstrates the effectiveness of the proposed method and applicability of Wikipedia for semantic text categorization.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Michael Schneider,Felix Kratzer,Kai Mainzer","semSL: Tagging and Data Linking for Second Life",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_76.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/76,http://data.semanticweb.org/conference/iswc/2008/complete,"Linked Data,Second Life,Tagging","We present semSL, an approach to bring Semantic Web technologies into Second Life. Second Life is a virtual 3D world, in which users can communicate, build objects, and explore the land of other users. There are different kinds of entities in Second Life, which can be locations, objects, or events. Many of these entities are of potential interest to users. However, searching for entities is difficult in Second Life, since there is only a very limited way to describe entities. With semSL it becomes possible for every user to add arbitrary tags or key/value pair based descriptions to entities in Second Life, or to create typed links between entities. Such typed links can even be established between entities in Second Life and resources from the Semantic Web. The description data for all such entities is centrally stored at a server external to Second Life. The data is encoded in RDF, and is publicly accessible via a SPARQL endpoint. This should not only lead to significant improvements for searching operations, but will also allow for flexible data integration between data from semSL and data from other sources on the Semantic Web.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Gerard de Melo,Gerhard Weikum","Language as a Foundation of the Semantic Web",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_77.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/77,http://data.semanticweb.org/conference/iswc/2008/complete,"URIs,language,lexical","This paper aims to show how language-related knowledge may serve as a fundamental building block for the Semantic Web. We present a system of URIs for terms, languages, scripts, and characters, which are not only highly interconnected but also linked to a great variety of resources on the Web. Additional mapping heuristics can then be used to derive new links.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Kotaro Nakayama","Extracting Structured Knowledge for Semantic Web by Mining Wikipedia",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_78.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/78,http://data.semanticweb.org/conference/iswc/2008/complete,"Association Thesaurus,Ontology,Visualization,Wikipedia Mining","Since Wikipedia has become a huge scale database storing wide-range of human knowledge, it is a promising corpus for knowledge extraction. A considerable number of researches on Wikipedia mining have been conducted and the fact that Wikipedia is an invaluable corpus has been conrmed. Wikipedia's impressive characteristics are not limited to the scale, but also include the dense link structure, URI for word sense disambiguation, well structured Infoboxes, and the category tree. One of the popular approaches in Wikipedia Mining is to use Wikipedia's category tree as an ontology and a number of researchers proved that Wikipedia's categories are promising resources for ontology construction by showing significant results. In this work, we try to prove the capability of Wikipedia as a corpus for knowledge extraction and how it works in the Semantic Web environment. We show two achievements; Wikipedia Thesaurus, a huge scale association thesaurus by mining the Wikipedia's link structure, and Wikipedia Ontology, a Web ontology extracted by mining Wikipedia articles.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Robert Engels,David Norheim","SUBLIMA: a software stack for Inter-operable Topic-Centred Information Portals",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_7.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/7,http://data.semanticweb.org/conference/iswc/2008/complete,"data conversion,library and archive,ontology centered user interfaces,semantic interoperability,sparql dispatcher","In order to be more flexible in publishing information and improve accessibility of information for end-users, Oslo Municipality has funded the SUBLIMA project [25]. Within this project a stack of open source Semantic Web and Content Management System (CMS) compo- nents is used in order to deliver a flexible solution for publication of meta-data from libraries. Queries from a specific front-end are automat- ically dispatched to the available SPARQL end-points [23] in a pool of library and archive based installations. Returning results are presented to the user in an integral manner. The final delivery consists of an open source software stack based on Semantic Web Technology and W3C stan- dards. Finally resulting in a well-defined and approved stack of software, major efforts has been spent on licensing issues, immaturity of compo- nent parts, ill-defined documentation of software and conversion of older bases into OWL [5]. Experiences and problems have been discussed with and reported into the respective communities.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Mihaela Vela,Thierry Declerck","Heuristics for Automated Text-Based Shallow Ontology Generation",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_80.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/80,http://data.semanticweb.org/conference/iswc/2008/complete,"ontology extension,ontology extraction,ontology learning","In this poster, we describe the actual state of development of ontology learning/extraction, which is currently being designed and implemented in the context of a large European R&D project dealing with Business Intelligence applications. We propose an approach to the extension of existing domain ontologies or even to the semi-automatic ontology creation from scratch, on the base of a multi-layered processing of textual documents.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Jörg Koch,Thomas Franz","LENA - Browsing RDF Data More Complex Than Foaf",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_81.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/81,http://data.semanticweb.org/conference/iswc/2008/complete,"Browsing,SPARQL,Semantic Web,Views","We present LENA, a web-based RDF browser that supports the rendering of complex RDF data based on criteria expressed as SPARQL queries. The user interface of LENA enables to switch between different views onto the presented data enabling users to browse the data with respect to individual interests or expertise.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Jie Bao,Li Ding,Deborah McGuinness,James Hendler","Towards Social Webtops Using Semantic Wiki",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_82.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/82,http://data.semanticweb.org/conference/iswc/2008/complete,"Concept Modeling,Semantic Wiki,Webtop","The fast-growing Web 2.0 applications promote explicit so- cial structure and explosive data on the Web, and enable the realization of social webtops, where users use web ap- plications to collaboratively organize and share online data. In this work, we show that semantic wiki technologies are suitable for building a social webtop. We also identify two key issues in realizing social webtop applications on seman- tic wiki and present our initial investigation with live demos: (i) popular concept modeling mechanisms used by webtop applications can be supported by semantic wiki; and (ii) provenance-aware data personalization mechanisms can be added as semantic wiki extensions to better support collab- orative data management on a webtop.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Sebastian Hellmann,Jens Lehmann,Sören Auer","Learning of OWL Class Descriptions on Very Large Knowledge Bases",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_83.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/83,http://data.semanticweb.org/conference/iswc/2008/complete,"Class Description,Large Knowledge Bases,Machine Learning,OWL,SPARQL","The vision of the Semantic Web is to make use of semantic representations on the largest possible scale - the Web. Large knowledge bases such as DBpedia, OpenCyc, GovTrack, and others are emerging and are freely available as Linked Data and SPARQL endpoints. Exploring and analysing such knowledge bases is a significant hurdle for Semantic Web research and practice. As one possible direction for tackling this problem, we present an approach for obtaining complex class descriptions from objects in knowledge bases by using Machine Learning techniques. We describe how we leverage existing techniques to achieve scalability on large knowledge bases available as SPARQL endpoints or Linked Data. Our algorithms are made available in the open source DL-Learner project and can be used in real-life scenarios by Semantic Web applications.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Valentina Presutti,Enrico Daga,Aldo Gangemi,Alberto Salvati","http://ontologydesignpatterns.org [ODP]",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_84.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/84,http://data.semanticweb.org/conference/iswc/2008/complete,"Best Practices,Ontology Design Pattern,Ontology Evaluation,Ontology Repository,Semantic Wiki","We present ontologydesignpatterns.org (ODP), a semantic web portal about ontology design patterns based on wiki technology, which aims at supporting a community around best practices for ontology design. ODP offers services for evaluation and training about ontology patterns, and a repository of OWL ontologies. ODP fosters several kinds of participation, from anonymous, read-only access to open-rating and quality-committee membership. Based on semantic wiki components, we have developed EvalWF, an extension for supporting evaluation workflows able to manage the entire lifecycle of a pattern, from submission to certification.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Evgeni Golov,Katrin Weller,Isabella Peters","TagCare: A Personal Portable Tag Repository",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_85.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/85,http://data.semanticweb.org/conference/iswc/2008/complete,"Folksonomy,Lightweight ontology,Social Semantic Web,Tag gardening","This paper presents TagCare as a tool which allows users to maintain their personal tagging vocabulary and to carry it along different platforms. TagCare collects the tags which a user has applied within several social software tools. These personal tags may be edited and structured, e.g. interrelated with hierarchical and other semantic relations.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Daniel Schwabe,Miguel Rezende da Silva","Unifying Semantic Wikis and Semantic Web Applications",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_86.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/86,http://data.semanticweb.org/conference/iswc/2008/complete,"Development Environment,Semantic Web,Semantic Wiki,Web Application,Wiki","Many Semantic Wiki Engines have been developed in response to a semi-structured domain of application. Nevertheless these engines take very few advantages of the structured model on their viewing and editing interfaces. In this paper we present HyperDEWiki implementation where we combine Semantic Wiki and model-based Semantic Web Application allowing specialized interfaces and navigation. The tool is also intended to support domain ontology evolution.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Amancio Bouza,Gerald Reif,Abraham Bernstein,Harald Gall","SemTree: Ontology-Based Decision Tree Algorithm for Recommender Systems",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_87.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/87,http://data.semanticweb.org/conference/iswc/2008/complete,"Feature Creation,Ontology,Ontology-Based Decision Tree,Recommender System,User Model","Recommender systems play an important role in support- ing people when choosing items from a overwhelming huge number of choices. So far, no recommender system makes use of domain knowledge. We are modeling user prefer- ences with a machine learning approach to recommend peo- ple items by predicting the item ratings. Speciﬁcally, we pro- pose SemTree, an ontology-based decision tree learner, that uses a reasoner and an ontology to semantically generalize item features to improve the effectiveness of the decision tree built. We show that SemTree outperforms comparable ap- proaches in recommending more accurate recommendations considering domain knowledge.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Simon Jupp,Sean Bechhofer,robert Stevens","A Flexible API and Editor for SKOS",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_88.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/88,http://data.semanticweb.org/conference/iswc/2008/complete,"Editor,Extensible,OWL-DL,SKOS,SKOS API","This poster presents a programmatic interface (SKOS API) and plugin for Protege 4 for editing and working with the Simple Knowledge Organisation System (SKOS). The SKOS API has been designed to work with SKOS models at a high level of abstraction to aid developers of applications that use SKOS. We discuss SKOSEd, a tool for authoring and editing SKOS artefacts. A key aspect to the design of the API and editor is how SKOS relates to OWL and what existing OWL infrastructure can be exploited to work with SKOS.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Sang Keun Rhee,Jihye Lee,Myon-Woong Park","Semantic Knowledge Sharing within a Collaborative Work Environment",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_89.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/89,http://data.semanticweb.org/conference/iswc/2008/complete,"Information System,Knowledge Sharing,Ontology,Semantic Wikis","Knowledge sharing is vital in collaborative work environments, and sharing resources within a contextual knowledge structure constructed based on a collective intelligence of the people working in a same environment can aid better communication. In this paper, we discuss a semantic knowledge structure for effective knowledge shraing and communication, and present a Wiki-based knowledge sharing system for research projects with effective navigation means.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Sebastian Faubel,Christian Kuschel","Towards Semantic File System Interfaces",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_8.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/8,http://data.semanticweb.org/conference/iswc/2008/complete,"Path Projection,Semantic Classification,Semantic Web","In this paper we present our hypothesis that transition to semantic file system interfaces is possible by computing the organization of hierarchical file systems from semantic web data.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Joel Sachs,Lushan Han,Taowei Wang,Cynthia Parr","Bioblitz Data on the Semantic Web",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_90.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/90,http://data.semanticweb.org/conference/iswc/2008/complete,"Biodiversity,Blogging,Ecoinformatics,Semantic Web,Social Computing","Last summer, we represented the 1200 species observations of the First Annual Blogger Bioblitz in RDF. This allowed us to easily integrate the data with existing RDF data on natural history, taxonomy, food webs, conservation status, and invasive status. Using our Swoogle/Tripleshop approach to dataset construction, we were able to respond to a variety of ad-hoc queries Our efforts last year were external to the running of the bioblitz. For this year’s blogger bioblitz (late August), we have taken responsibility for data processing, and will encourage participants to make use of two tools we have developed that ease the process of user-generated RDF – the Spotter Firefox plug-in, and RDF123. We will encourage ISWC participants to photo-blog Karlsruhe wildlife during the conference, and to use Spotter to generate RDF of their posts. We will also attempt a full bioblitz of a suitable area near the Conference Centre. Our demo will allow users to browse the dataspace resulting from all observations, together with background data, and to issue SPARQL queries over the data.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Christian Hirsch,John Grundy,John Hosking","Thinkbase: A Visual Semantic Wiki",,2008,http://ceur-ws.org/Vol-401/iswc2008pd_submission_9.pdf,,http://data.semanticweb.org/conference/iswc/2008/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2008/paper/poster_demo/9,http://data.semanticweb.org/conference/iswc/2008/complete,"Semantic Web,User Interface,Visualization,Wiki","Thinkbase is a visual navigation and exploration tool for Freebase, an open, shared database of the world’s knowledge. Thinkbase extracts the contents, including semantic relationships, from Freebase and visualizes them using an interactive visual representation. Providing a focus plus context view the visualization is displayed along with the Freebase article. Thinkbase provides a proof of concept of how visualizations can improve and support Semantic Web applications. The application is available via http://thinkbase.cs.auckland.ac.nz.",http://data.semanticweb.org/conference/iswc/2008,"Poster/Demo Paper",,EOL
"Nova Spivack","Search 3.0: Present, Personal, Precise",1003-1004,2009,http://videolectures.net/site/normal_dl/tag=53288/iswc09_spivack_ppap_01.ppt,http://dx.doi.org/10.1007/978-3-642-04930-9_67,http://data.semanticweb.org/conference/iswc/2009/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2009,"Invited Talk Paper",,EOL
"Chiara Di Francescomarino, Chiara Ghidini, Marco Rospocher, Luciano Serafini, Paolo Tonella","Semantically-aided business process modeling",114-129,2009,http://data.semanticweb.org/pdfs/iswc/2009/paper278.pdf,http://dx.doi.org/10.1007/978-3-642-04930-9_8,http://data.semanticweb.org/conference/iswc/2009/proceedings,http://data.semanticweb.org/conference/iswc/2009/paper/research/278,http://data.semanticweb.org/conference/iswc/2009/complete,,"Enriching business process models with semantic annotations taken from an ontology has become a crucial necessity both in service provisioning, integration and composition, and in business processes management. In our work we represent semantically annotated business processes as part of an OWL knowledge base that formalises the business process structure, the business domain, and a set of criteria describing correct semantic annotations. In this paper we show how Semantic Web representation and reasoning techniques can be effectively applied to formalise, and automatically verify, sets of constraints on Business Process Diagrams that involve both knowledge about the domain and the process structure. We also present a tool for the automated transformation of an annotated Business Process Diagram into an OWL ontology. The use of the semantic web techniques and tool presented in the paper results in a novel support for the management of business processes in the phase of process modeling, whose feasibility and usefulness will be illustrated by means of a concrete example.",http://data.semanticweb.org/conference/iswc/2009,"Research Track Paper",,EOL
"José Júlio Alferes, Matthias Knorr, Terrance Swift","Queries to Hybrid MKNF Knowledge Bases through Oracular Tabling",1-16,2009,http://data.semanticweb.org/pdfs/iswc/2009/paper424.pdf,http://dx.doi.org/10.1007/978-3-642-04930-9_1,http://data.semanticweb.org/conference/iswc/2009/proceedings,http://data.semanticweb.org/conference/iswc/2009/paper/research/424,http://data.semanticweb.org/conference/iswc/2009/complete,,"An important issue for the Semantic Web is how to combine open-world ontology languages with closed-world (non-monotonic) rule paradigms. Several proposals for hybrid languages allow concepts to be simultaneously defined by an ontology and rules, where rules may refer to concepts in the ontology and the ontology may also refer to predicates defined by the rules. Hybrid MKNF knowledge bases are one such proposal, for which both a stable and a well-founded semantics have been defined. The definition of Hybrid MKNF knowledge bases is parametric on the ontology language, in the sense that non-monotonic rules can extend any decidable ontology language. In this paper we define a query-driven procedure for Hybrid MKNF knowledge bases that is sound with respect to the original stable model-based semantics, and is correct with respect to the well-founded semantics. This procedure is able to answer conjunctive queries, and is parametric on an inference engine for reasoning in the ontology language. Our procedure is based on an extension of a tabled rule evaluation to capture reasoning within an ontology by modeling it as an interaction with an external oracle and, with some assumptions on the complexity of the oracle compared to the complexity of the ontology language, maintains the data complexity of the well-founded semantics for hybrid MKNF knowledge bases.",http://data.semanticweb.org/conference/iswc/2009,"Research Track Paper",,EOL
"Ignazio Palmisano, Valentina A. M. Tamma, Terry R. Payne, Paul Doran","Task Oriented Evaluation of Module Extraction Techniques",130-145,2009,http://data.semanticweb.org/pdfs/iswc/2009/paper484.pdf,http://dx.doi.org/10.1007/978-3-642-04930-9_9,http://data.semanticweb.org/conference/iswc/2009/proceedings,http://data.semanticweb.org/conference/iswc/2009/paper/research/484,http://data.semanticweb.org/conference/iswc/2009/complete,,"Ontology Modularization techniques identify coherent and often reusable regions within an ontology. The ability to identify such modules, thus potentially reducing the size or complexity of an ontology for a given task or set of concepts is increasingly important in the Semantic Web as domain ontologies increase in terms of size, complexity and expressivity. To date, many techniques have been developed, but evaluation of the results of these techniques is sketchy and somewhat ad hoc. Theoretical properties of modularization algorithms have only been studied in a small number of cases. This paper presents an empirical analysis of a number of modularization techniques, and the modules they identify over a number of diverse ontologies, by utilizing objective, task-oriented measures to evaluate the fitness of the modules for a number of statistical classification problems.",http://data.semanticweb.org/conference/iswc/2009,"Research Track Paper",,EOL
